,Pearson's Correlation Coefficient
ENSG00000202079,-0.028
ENSG00000256732,-0.028
SNORD114-31,-0.028
APPL1,-0.028
ENSG00000230739,-0.028
ZNF567-DT,-0.028
ENSG00000227809,-0.028
ENSG00000232176,-0.028
KDF1,-0.028
RNU6-1081P,-0.028
APMAP,-0.028
RNU6-985P,-0.028
MIR1972-1,-0.028
BPTF,-0.028
NUP214,-0.028
ENSG00000237434,-0.028
ENSG00000275315,-0.028
ENSG00000266489,-0.028
RNU7-25P,-0.028
RPS5P2,-0.028
ENSG00000258504,-0.028
ENSG00000252920,-0.028
OR2U1P,-0.028
IFNWP15,-0.028
RN7SL202P,-0.028
ENSG00000265265,-0.028
SNORD71,-0.028
FETUB,-0.028
SLC22A17,-0.028
SETD3,-0.028
RPL13P4,-0.028
NLRX1,-0.028
MIR5588,-0.028
TCEAL7,-0.028
ENSG00000266196,-0.028
PPIAP69,-0.028
LINC02058,-0.028
ECE2,-0.028
METTL7AP1,-0.028
ENSG00000280364,-0.028
RPS27P5,-0.028
ENSG00000267746,-0.028
RN7SL177P,-0.028
ENSG00000213041,-0.028
LRRC31,-0.028
DEFB130D,-0.028
ENSG00000215237,-0.028
RN7SL52P,-0.028
ENSG00000277351,-0.028
OR51A5P,-0.028
ENSG00000262663,-0.028
ATG10-IT1,-0.028
MIR4734,-0.028
ENSG00000212206,-0.028
ENSG00000243089,-0.028
MIR5094,-0.028
RNGTT,-0.028
PSIP1P1,-0.028
CDY12P,-0.028
TOMM22P4,-0.028
CTNNBL1,-0.028
RN7SKP37,-0.028
ENSG00000212145,-0.028
ENSG00000285660,-0.028
RPL23AP56,-0.028
ADIPOR1P1,-0.028
ENSG00000202177,-0.028
ENSG00000285658,-0.028
ENSG00000232494,-0.028
ENSG00000206858,-0.028
ENSG00000271025,-0.028
RN7SKP267,-0.028
SPCS3-AS1,-0.028
H3P32,-0.028
MTCO3P38,-0.028
ENSG00000258844,-0.028
ENSG00000234500,-0.028
ATP8A2P3,-0.028
ENSG00000252655,-0.028
EGFEM1P,-0.028
SNORD3H,-0.028
HMGN2P26,-0.028
PRUNE1,-0.028
MIR5698,-0.028
PRDM14,-0.028
ENSG00000272374,-0.028
PTPRM,-0.028
MMP26,-0.028
RNA5SP446,-0.028
PKD1L1,-0.028
ENSG00000231153,-0.028
UBB,-0.028
GUSBP16,-0.028
OR51L1,-0.028
NLRP9,-0.028
ENSG00000231866,-0.028
ENSG00000199732,-0.028
OR2T27,-0.028
MIR6796,-0.028
PAX8,-0.028
SLCO1A2,-0.028
MIR520A,-0.028
FAM71A,-0.028
GRID2,-0.028
ENSG00000229352,-0.028
TXNDC8,-0.028
MAPK10-AS1,-0.028
RN7SL198P,-0.028
ZNF725P,-0.028
ENSG00000212415,-0.028
TAS2R15P,-0.028
ENSG00000207069,-0.028
OFD1P17,-0.028
KCTD8,-0.028
ENSG00000253726,-0.028
ENSG00000274642,-0.028
FLOT1,-0.028
ENSG00000237759,-0.028
SULT1D1P,-0.028
MIR4703,-0.028
ENSG00000179743,-0.028
ENSG00000251489,-0.028
TMEM8B,-0.028
ENSG00000257586,-0.028
ENSG00000260086,-0.028
OR6W1P,-0.028
MTND6P19,-0.028
RNU6-1171P,-0.028
MIR4738,-0.028
ENSG00000254115,-0.028
ENSG00000270347,-0.028
ENSG00000223821,-0.028
ENSG00000276928,-0.028
ENSG00000201216,-0.028
RN7SKP210,-0.028
ITFG1-AS1,-0.028
MIR4438,-0.028
RBFOX3,-0.028
MT1IP,-0.028
GGT8P,-0.028
PXDNL,-0.028
CTAGE3P,-0.028
RPL21P36,-0.028
ARPC1BP1,-0.028
CHST10,-0.028
ENSG00000280340,-0.028
MIR548F4,-0.028
ENSG00000259545,-0.028
CES5A,-0.028
ENSG00000273373,-0.028
VN1R79P,-0.028
ENSG00000277340,-0.028
IGKV2OR2-8,-0.028
ENSG00000233632,-0.028
TRMT112P1,-0.028
ENSG00000268652,-0.028
BUD31P1,-0.028
ENSG00000227623,-0.028
ENSG00000238797,-0.028
MIR4692,-0.028
MIR524,-0.028
ENSG00000235154,-0.028
NDUFAF1,-0.028
MIR6840,-0.028
ENSG00000260947,-0.028
ENSG00000226169,-0.028
INS,-0.028
PDE4DIPP1,-0.028
MIR515-2,-0.028
ENSG00000271732,-0.028
ENSG00000234337,-0.028
ENSG00000231600,-0.028
SNORA108,-0.028
SCGB2B3P,-0.028
RPL7P31,-0.028
ENSG00000236476,-0.028
ENSG00000272161,-0.028
IGHVIII-26-1,-0.028
DUOX2,-0.028
MIR519A1,-0.028
ABT1P1,-0.028
ENSG00000284717,-0.028
RCC2P2,-0.028
RN7SL40P,-0.028
ENSG00000252689,-0.028
RNU6-990P,-0.028
MTND2P32,-0.028
MTND3P24,-0.028
ENSG00000221498,-0.028
MIR1911,-0.028
ENSG00000267428,-0.028
ENSG00000199857,-0.028
FABP3P2,-0.028
ENSG00000241102,-0.028
MIR518B,-0.028
ENSG00000271291,-0.028
FRA10AC1,-0.028
PMS2P10,-0.028
MIR187,-0.029
TTTY22,-0.029
RNA5SP309,-0.029
ASPA,-0.029
SFXN4P1,-0.029
ENSG00000254725,-0.029
OR1E2,-0.029
CTXN2,-0.029
ENSG00000261433,-0.029
ENSG00000199756,-0.029
ENSG00000231606,-0.029
RN7SL559P,-0.029
ENSG00000225943,-0.029
GSG1L,-0.029
RNU6-311P,-0.029
SALL2,-0.029
RNU6V,-0.029
CHP1,-0.029
ENSG00000254190,-0.029
GSN-AS1,-0.029
ENSG00000264187,-0.029
ENSG00000260927,-0.029
OR52J3,-0.029
DDX6P2,-0.029
CEP83,-0.029
RNU6-120P,-0.029
IGHD5OR15-5A,-0.029
RHOT1P3,-0.029
KRTAP10-9,-0.029
PAICSP7,-0.029
RNA5SP377,-0.029
MTND4LP19,-0.029
MIR516A1,-0.029
ENSG00000254186,-0.029
ENSG00000271049,-0.029
ENSG00000273704,-0.029
CENPBD2P,-0.029
CFAP99,-0.029
ENSG00000278010,-0.029
YBX1P8,-0.029
TAAR7P,-0.029
ENSG00000227535,-0.029
C18ORF21,-0.029
LONRF2P3,-0.029
ENSG00000255149,-0.029
IGLON5,-0.029
NAPEPLD,-0.029
RN7SKP276,-0.029
ENSG00000272489,-0.029
ENSG00000249373,-0.029
ACTR3P3,-0.029
RNU6-529P,-0.029
RPL38P1,-0.029
CICP1,-0.029
LINC01655,-0.029
RNU6-837P,-0.029
ENSG00000259906,-0.029
TTTY13,-0.029
RPS29P29,-0.029
ENSG00000276688,-0.029
ENSG00000270620,-0.029
MIR4490,-0.029
PABPC1P12,-0.029
ENSG00000235186,-0.029
KHDC3L,-0.029
MIR4675,-0.029
DEFB122,-0.029
ENSG00000282375,-0.029
RPL21P65,-0.029
WBP1,-0.029
MIR190B,-0.029
ENSG00000249966,-0.029
RN7SL536P,-0.029
ARRDC1,-0.029
MIR7705,-0.029
ENSG00000254859,-0.029
GNA14,-0.029
GABRA5,-0.029
ENSG00000285807,-0.029
ENSG00000261765,-0.029
ENSG00000223999,-0.029
ENSG00000226239,-0.029
ENSG00000270488,-0.029
UPK3BP1,-0.029
ENSG00000280131,-0.029
USP9YP18,-0.029
PAFAH1B2P2,-0.029
MOS,-0.029
MTCO2P9,-0.029
SFTA2,-0.029
TOX3,-0.029
GRIN2B,-0.029
MAD2L1-DT,-0.029
ENSG00000227516,-0.029
ENSG00000255923,-0.029
LINC00434,-0.029
LINC01248,-0.029
ENSG00000222666,-0.029
TLR12P,-0.029
B3GNT5,-0.029
ANGPTL7,-0.029
ENSG00000255037,-0.029
RN7SKP249,-0.029
MIR3668,-0.029
ENSG00000276822,-0.029
NANOGP10,-0.029
ENSG00000278541,-0.029
RNU4-12P,-0.029
SRGAP3,-0.029
SLC25A20P1,-0.029
MIR548V,-0.029
MIR4790,-0.029
ENSG00000252230,-0.029
RNU6-803P,-0.029
MIR4426,-0.029
ENSG00000275490,-0.029
TRADD,-0.029
CYP3A137P,-0.029
ENSG00000285651,-0.029
RN7SL318P,-0.029
ENSG00000228351,-0.029
MIR2054,-0.029
ENSG00000197644,-0.029
RN7SL111P,-0.029
ENSG00000237214,-0.029
TLE7,-0.029
MIR1302-1,-0.029
YIPF3,-0.029
RNU4ATAC10P,-0.029
RPL23AP54,-0.029
ENSG00000285695,-0.029
ENSG00000285934,-0.029
ENSG00000259654,-0.029
VN1R51P,-0.029
RNA5SP289,-0.029
MTND4LP2,-0.029
ENSG00000269888,-0.029
MIR3923,-0.029
ENSG00000270447,-0.029
ENSG00000242858,-0.029
MIR517C,-0.029
AQP7,-0.029
PRB4,-0.029
SEPTIN4-AS1,-0.029
MIR6507,-0.029
ENSG00000251925,-0.029
GABRG2,-0.029
ERCC6L2,-0.029
CYCSP42,-0.029
LRSAM1,-0.029
SRA1,-0.029
RNU6ATAC29P,-0.029
SETD4,-0.029
MTND2P40,-0.029
ENSG00000279818,-0.029
VN1R20P,-0.029
RPL21P126,-0.029
MIR1323,-0.029
ENSG00000251368,-0.029
RPL7AP61,-0.029
SLC17A6-DT,-0.029
MIR1283-2,-0.029
ENSG00000265394,-0.029
ZNF561,-0.029
ENSG00000232514,-0.029
NT5DC1,-0.029
RPL23AP37,-0.029
RN7SL544P,-0.029
ENSG00000238933,-0.029
RNU6-205P,-0.029
ENSG00000255556,-0.029
ENSG00000228143,-0.029
RNU6-732P,-0.029
DDX18P1,-0.029
ENSG00000274837,-0.029
ENSG00000269419,-0.029
RNU6-1164P,-0.029
ENSG00000279214,-0.029
MIR519B,-0.029
ENSG00000253424,-0.029
SPDYE9,-0.029
RNA5SP172,-0.029
ENSG00000227556,-0.029
ENSG00000236732,-0.029
ENSG00000244337,-0.029
ATP6V1E1,-0.029
C11ORF40,-0.029
RPH3AL,-0.029
RPS27P29,-0.029
CUL3,-0.029
ENSG00000229882,-0.029
RPS3AP41,-0.029
ENSG00000259447,-0.029
BRI3P3,-0.029
LINC02702,-0.029
MIR593,-0.029
RNU6-1075P,-0.029
ENSG00000225960,-0.029
DEFB108D,-0.029
CSHL1,-0.029
ENSG00000278887,-0.029
NSMCE4A,-0.029
RN7SL239P,-0.029
DCUN1D2-AS,-0.029
DCT,-0.029
ENSG00000270401,-0.029
ENSG00000274737,-0.029
RPS6P21,-0.029
ENSG00000279584,-0.029
ENSG00000212266,-0.029
LINC01562,-0.029
OR10G6,-0.029
USP17L21,-0.029
ENSG00000285574,-0.029
AQP7P4,-0.029
WDR89,-0.029
RNU6-68P,-0.029
NECAB2,-0.029
CCDC62,-0.029
ABCB7,-0.029
ENSG00000230609,-0.029
RNU6-114P,-0.029
ENSG00000278084,-0.029
TUBGCP3,-0.029
HDAC4-AS1,-0.029
ENSG00000212586,-0.029
GABRA2,-0.029
ENSG00000283389,-0.029
ENSG00000251176,-0.029
ENSG00000237445,-0.029
MIR4255,-0.029
MIR520F,-0.029
MIR335,-0.029
ENSG00000253047,-0.029
ENSG00000237861,-0.029
USP9YP20,-0.029
VN1R87P,-0.029
ENSG00000261743,-0.029
ENSG00000278283,-0.029
ENSG00000279450,-0.029
ENSG00000279966,-0.029
ENSG00000270555,-0.029
ENSG00000258736,-0.029
ENSG00000255401,-0.029
MIR523,-0.029
PRAMEF33,-0.029
MIR147A,-0.029
TMEM269,-0.029
ENSG00000202498,-0.029
ENSG00000285986,-0.029
TRIM73,-0.03
ENSG00000233144,-0.03
CA11,-0.03
ENSG00000283412,-0.03
ENSG00000272472,-0.03
ZNHIT1P1,-0.03
RNU6-338P,-0.03
RPL34,-0.03
ENSG00000277831,-0.03
PABPC1P6,-0.03
ENSG00000256825,-0.03
MTND4LP24,-0.03
MYB-AS1,-0.03
HMGN4,-0.03
RN7SL493P,-0.03
RBBP6,-0.03
RN7SL646P,-0.03
NFX1,-0.03
NCAN,-0.03
ENSG00000258385,-0.03
ENSG00000224247,-0.03
RPS27P10,-0.03
SCAMP1-AS1,-0.03
RNA5SP372,-0.03
LINC01177,-0.03
RN7SL429P,-0.03
MIR4300,-0.03
MIR520D,-0.03
RNU6-304P,-0.03
ENSG00000277412,-0.03
ENSG00000270701,-0.03
H1-8,-0.03
MPTX1,-0.03
RNU4-66P,-0.03
ENSG00000250418,-0.03
MIR1912,-0.03
MTCYBP22,-0.03
PRORY,-0.03
RNA5SP146,-0.03
RN7SL735P,-0.03
RNF10P1,-0.03
DNAJA1P5,-0.03
ENSG00000278879,-0.03
C6ORF226,-0.03
RBMY2WP,-0.03
NNT,-0.03
ENSG00000265749,-0.03
ENSG00000268683,-0.03
ENSG00000236132,-0.03
LINC02264,-0.03
ENSG00000274173,-0.03
ENSG00000216966,-0.03
LINC01994,-0.03
ENSG00000236885,-0.03
MIR548X2,-0.03
ENSG00000254913,-0.03
MTND4P29,-0.03
ENSG00000281112,-0.03
RPS26P56,-0.03
ENSG00000224500,-0.03
WAPL,-0.03
ENSG00000232073,-0.03
ENSG00000232675,-0.03
ENSG00000264236,-0.03
BNIP3P23,-0.03
ENSG00000274756,-0.03
ENSG00000212620,-0.03
HSPE1P23,-0.03
MIR519E,-0.03
ENSG00000279498,-0.03
ENSG00000224356,-0.03
ENSG00000282327,-0.03
MT-TY,-0.03
PHF5GP,-0.03
ENSG00000225952,-0.03
ENSG00000285896,-0.03
ENSG00000276216,-0.03
ENSG00000279163,-0.03
PCCA,-0.03
ENSG00000249456,-0.03
OR10G9,-0.03
GOLGA6FP,-0.03
FNDC3CP,-0.03
ENSG00000244331,-0.03
TRBV22OR9-2,-0.03
ENSG00000232200,-0.03
ENSG00000256480,-0.03
FAM32EP,-0.03
ZNF608,-0.03
ENSG00000259080,-0.03
ENSG00000199762,-0.03
ENSG00000271649,-0.03
ENSG00000274666,-0.03
ENSG00000234521,-0.03
RN7SL163P,-0.03
GRM8-AS1,-0.03
ENSG00000285045,-0.03
CYCSP49,-0.03
ENSG00000228809,-0.03
RNA5SP205,-0.03
HSPE1P25,-0.03
MTATP6P18,-0.03
ENSG00000253322,-0.03
DEFB130B,-0.03
RNU6-521P,-0.03
ENSG00000267401,-0.03
PIGL,-0.03
MIR4251,-0.03
ENSG00000248200,-0.03
RNU6-1299P,-0.03
OR10X1,-0.03
RNU1-77P,-0.03
CCDC187,-0.03
ENSG00000249002,-0.03
RNU4-83P,-0.03
PCDH11X,-0.03
RNU6-249P,-0.03
ENSG00000250806,-0.03
ENSG00000252398,-0.03
ENSG00000284721,-0.03
RNU6-947P,-0.03
STAU2,-0.03
ENSG00000201047,-0.03
ENSG00000284800,-0.03
RNU6-763P,-0.03
ENSG00000269807,-0.03
SPATA2P1,-0.03
RNU6-797P,-0.03
ENSG00000279300,-0.03
RNU6-308P,-0.03
USP17L23,-0.03
TMEM268,-0.03
RN7SL470P,-0.03
MIR577,-0.03
TAB1,-0.03
KLHL26,-0.03
RNU6-991P,-0.03
ENSG00000268455,-0.03
TSPEAR-AS1,-0.03
KMT2D,-0.03
ENSG00000207292,-0.03
EBAG9,-0.03
PDP1,-0.03
SLC25A3P1,-0.03
TRMT13,-0.03
ENSG00000248645,-0.03
MIR133A1,-0.03
HMGN2P38,-0.03
VIM2P,-0.03
ENSG00000259423,-0.03
RETNLB,-0.03
RPS16P3,-0.03
MIR3681,-0.03
FBXO16,-0.03
LLGL2,-0.03
ENSG00000202542,-0.03
MIR4779,-0.03
ENSG00000248739,-0.03
ENSG00000258313,-0.03
ENSG00000280198,-0.03
RNU4-28P,-0.03
ENSG00000256691,-0.03
ENSG00000259103,-0.03
NIPSNAP3A,-0.03
ENSG00000252022,-0.03
ENSG00000275808,-0.03
ENSG00000254796,-0.03
ARPC3P2,-0.03
MIR181A1,-0.03
RNU7-121P,-0.03
ZNF627,-0.03
ENSG00000248738,-0.03
LINC01231,-0.03
MIR525,-0.03
CYP4A43P,-0.03
ENSG00000276538,-0.03
ENSG00000228509,-0.03
MIR6815,-0.03
TRAPPC2P2,-0.03
RN7SKP214,-0.03
VAT1L,-0.03
MYL5,-0.03
RNY1P13,-0.03
MIR4270,-0.03
ENSG00000244021,-0.03
ENSG00000279513,-0.03
CRISPLD2,-0.03
RPS3AP44,-0.03
RNU6-368P,-0.03
ENSG00000202041,-0.03
RBMY2GP,-0.03
LINC01507,-0.03
CLCP2,-0.03
LINC02498,-0.03
KRT8P46,-0.03
ADGRL3-AS1,-0.03
RN7SL240P,-0.03
SLC24A5,-0.03
RPL5P21,-0.03
ENSG00000251024,-0.03
SBF1P1,-0.03
MIR504,-0.03
ENSG00000274820,-0.03
ENSG00000259588,-0.03
H3P35,-0.03
RPSAP6,-0.03
LNX1-AS1,-0.03
CHST12,-0.03
ENSG00000234004,-0.03
ENSG00000264693,-0.03
RNU6-329P,-0.03
INTS4P2,-0.03
MIR339,-0.03
RNA5SP249,-0.03
EIF1P2,-0.03
RN7SL343P,-0.03
RNU4-75P,-0.03
ENSG00000270982,-0.03
ENSG00000248521,-0.03
EIF3L,-0.03
LIN37,-0.03
NAP1L4P1,-0.03
PINK1-AS,-0.03
RPL30P13,-0.03
DHFRP2,-0.03
HSPE1P16,-0.03
ENSG00000202476,-0.03
MIR548AE2,-0.03
MPZL2,-0.03
ENSG00000264622,-0.03
ENSG00000237626,-0.03
ENSG00000207387,-0.03
RNU6-503P,-0.03
ENSG00000283525,-0.03
ANKRD49P2,-0.03
FTH1P12,-0.03
GLT6D1,-0.03
LINC01992,-0.03
ENSG00000258768,-0.03
RN7SKP2,-0.03
RNU6-313P,-0.03
OTX2,-0.03
ENSG00000214305,-0.03
RPS15AP39,-0.03
ENSG00000236854,-0.03
ZNF180,-0.03
OR4A47,-0.03
PRIMPOL,-0.03
ENSG00000215014,-0.03
XKRY2,-0.03
ENSG00000262429,-0.03
MIR34B,-0.03
METTL3,-0.03
ENSG00000271889,-0.03
MIR6866,-0.03
ENSG00000260431,-0.03
ENSG00000202200,-0.03
ENSG00000270477,-0.031
AP2A2,-0.031
ENSG00000226545,-0.031
ENSG00000233472,-0.031
RNA5SP144,-0.031
OR2A25,-0.031
TSPAN5,-0.031
ENSG00000279781,-0.031
PPARGC1B,-0.031
ENSG00000279622,-0.031
ENSG00000244278,-0.031
RNU6-1000P,-0.031
ENSG00000253252,-0.031
ENSG00000199867,-0.031
DOK5,-0.031
ENSG00000261093,-0.031
R3HDML,-0.031
RN7SL640P,-0.031
ENSG00000270321,-0.031
DUX4L52,-0.031
OR4F6,-0.031
ENSG00000250015,-0.031
ENSG00000253817,-0.031
LINC00836,-0.031
ENSG00000228539,-0.031
AGXT2,-0.031
ENSG00000250046,-0.031
RN7SL459P,-0.031
ENSG00000273515,-0.031
ENSG00000184188,-0.031
MIR4455,-0.031
ENSG00000207294,-0.031
AZGP1P2,-0.031
ENSG00000278985,-0.031
ENSG00000206844,-0.031
ENSG00000231384,-0.031
RNA5SP240,-0.031
ACTR3P2,-0.031
MIR518E,-0.031
MIR6812,-0.031
ENSG00000265337,-0.031
ENSG00000280004,-0.031
CYP26C1-DT,-0.031
CDH6,-0.031
RNU6-666P,-0.031
EHD4-AS1,-0.031
USP17L8,-0.031
NDUFB8P1,-0.031
MIR4708,-0.031
SOCS5P1,-0.031
ENSG00000249744,-0.031
MIR3691,-0.031
SRMP2,-0.031
SRRD,-0.031
RN7SKP242,-0.031
GPD1,-0.031
RNA5SP332,-0.031
HSPE1P14,-0.031
RNU6-823P,-0.031
ENSG00000261789,-0.031
ANKUB1,-0.031
NEK3,-0.031
ENSG00000274769,-0.031
MIR1289-2,-0.031
ENSG00000279980,-0.031
RNU6-1162P,-0.031
ENSG00000229282,-0.031
RBM22P4,-0.031
ACSS2,-0.031
GUSBP2,-0.031
ENSG00000249829,-0.031
ITCH,-0.031
ENSG00000235056,-0.031
LEPROT,-0.031
HMGB1P29,-0.031
UBE2FP2,-0.031
RPS3AP8,-0.031
RNU6-1298P,-0.031
ANKRD23,-0.031
RNU6-321P,-0.031
USP9YP29,-0.031
FER1L6-AS1,-0.031
MIR4714,-0.031
RNA5SP445,-0.031
ASH1L-IT1,-0.031
AMELY,-0.031
RPAIN,-0.031
PRAG1,-0.031
ENSG00000253027,-0.031
SNORA20,-0.031
RNU6-906P,-0.031
LINC00967,-0.031
WFDC6,-0.031
ENSG00000234162,-0.031
USP9YP8,-0.031
ENSG00000264598,-0.031
ENSG00000229839,-0.031
CCNYL6,-0.031
LINC01539,-0.031
RNU6-1147P,-0.031
ENSG00000239568,-0.031
TTLL1-AS1,-0.031
FBXL12,-0.031
CRAT,-0.031
ENSG00000206977,-0.031
NFILZ,-0.031
CYREN,-0.031
ENSG00000259035,-0.031
ENSG00000284327,-0.031
OR2T4,-0.031
NMRAL1,-0.031
PLAGL2,-0.031
DPY19L4P1,-0.031
RPL35AP22,-0.031
RUNDC3B,-0.031
ENSG00000285564,-0.031
LINC01495,-0.031
ENSG00000248725,-0.031
ENSG00000277605,-0.031
KRTAP5-2,-0.031
TVP23BP1,-0.031
RPL3P13,-0.031
ENSG00000269236,-0.031
MIR1283-1,-0.031
YWHAEP7,-0.031
OR1A1,-0.031
CCDC144B,-0.031
ENSG00000266076,-0.031
SNX17,-0.031
LINC02922,-0.031
LINC02743,-0.031
RNA5SP530,-0.031
OR1N1,-0.031
H3P3,-0.031
ENSG00000238570,-0.031
RNU6-1003P,-0.031
ENSG00000272371,-0.031
LRRTM2,-0.031
ELOCP34,-0.031
SLC35B3,-0.031
PNMT,-0.031
SUPT4H1P2,-0.031
UBE2D2,-0.031
ENSG00000275956,-0.031
ENSG00000199901,-0.031
ENSG00000285766,-0.031
LINC01806,-0.031
FAM114A2,-0.031
ENSG00000231772,-0.031
ENSG00000268743,-0.031
ENSG00000254941,-0.031
LINC02179,-0.031
ENSG00000241838,-0.031
PTOV1-AS2,-0.031
EEF1A1P8,-0.031
RNU6-1227P,-0.031
ENSG00000277290,-0.031
RSF1,-0.031
USE1,-0.031
MNT,-0.031
GAB1,-0.031
MTND2P29,-0.031
RNA5SP213,-0.031
ENSG00000270871,-0.031
ENSG00000274177,-0.031
NDUFA5P2,-0.031
MIR8067,-0.031
MTCO3P2,-0.031
ENSG00000264456,-0.031
ENSG00000202268,-0.031
ENSG00000250812,-0.031
CABP2,-0.031
EPB41L4A,-0.031
TAB3-AS1,-0.031
ENSG00000282925,-0.031
ENSG00000275930,-0.031
ENSG00000248350,-0.031
RNU6-1265P,-0.031
ENSG00000239041,-0.031
ENSG00000282440,-0.031
ALDH7A1P4,-0.031
LAMP2,-0.031
ENSG00000280425,-0.031
RNU6-1068P,-0.031
MIR425,-0.031
MTCO3P12,-0.031
MIR4265,-0.031
ENSG00000271028,-0.031
ENSG00000276385,-0.031
ENSG00000270257,-0.031
LINC01957,-0.031
CASC15,-0.031
MIR6809,-0.031
ENSG00000201807,-0.031
LRRC37A12P,-0.031
TPT1P2,-0.031
MIR1909,-0.031
TMED5,-0.031
RN7SKP43,-0.031
RNA5SP118,-0.031
OR51J1,-0.031
ENSG00000201938,-0.031
TNP1,-0.031
MT-RNR2,-0.031
RNU6-998P,-0.031
NUTM2G,-0.031
ENSG00000234900,-0.031
MIR4716,-0.031
EEF1B2P7,-0.031
ENSG00000251796,-0.031
SNORA48B,-0.031
ASB14,-0.031
EBAG9P1,-0.031
RN7SL763P,-0.031
MIR4535,-0.031
MIR607,-0.031
RPL21P1,-0.031
RFPL4AP3,-0.031
SLC24A2,-0.031
MIR4275,-0.031
ENSG00000252724,-0.031
ENSG00000253581,-0.031
MIR3924,-0.031
RNU7-74P,-0.031
OAZ1P1,-0.031
STRN,-0.031
LINC02821,-0.031
OR5BB1P,-0.031
ENSG00000261244,-0.031
PABPC1P1,-0.031
ZNF877P,-0.031
LINC01866,-0.031
LINC02654,-0.031
ENSG00000280312,-0.031
ZNF541,-0.031
ENSG00000212392,-0.031
MIR676,-0.031
VN1R107P,-0.031
SPATA19,-0.031
ENSG00000206645,-0.031
ENSG00000279356,-0.031
RPS29P4,-0.031
ASF1A,-0.031
ENSG00000276205,-0.031
XIAP-AS1,-0.032
ZBTB12BP,-0.032
MADCAM1,-0.032
ENSG00000225102,-0.032
TBC1D32,-0.032
RNU1-109P,-0.032
RNU6-1047P,-0.032
MIR517A,-0.032
XIST,-0.032
GIN1,-0.032
APPL2,-0.032
ENSG00000231762,-0.032
CTBP1,-0.032
ENSG00000232043,-0.032
ENSG00000236673,-0.032
ENSG00000239008,-0.032
MIR520C,-0.032
RNU6-441P,-0.032
CYP4A22,-0.032
REXO1,-0.032
ENSG00000277965,-0.032
ENSG00000279979,-0.032
ENSG00000276828,-0.032
MIR508,-0.032
RPL23AP64,-0.032
RNU6-169P,-0.032
RPSAP64,-0.032
ENSG00000270440,-0.032
FNDC3A,-0.032
MIR4650-1,-0.032
ENSG00000235240,-0.032
HMGB3P3,-0.032
ENSG00000248229,-0.032
ENSG00000259688,-0.032
ENSG00000258202,-0.032
TCF12,-0.032
OR5K4,-0.032
SLC10A2,-0.032
ENSG00000201800,-0.032
ZNF212,-0.032
RNU6-78P,-0.032
RNU6-484P,-0.032
RFX5-AS1,-0.032
MIR9-3,-0.032
ENSG00000248237,-0.032
CLK2,-0.032
FRS3,-0.032
ENSG00000255022,-0.032
PHF20,-0.032
OR5H3P,-0.032
NHLH1,-0.032
ENSG00000199476,-0.032
MIR518C,-0.032
RN7SL169P,-0.032
TECRL,-0.032
ENSG00000275788,-0.032
ENSG00000229914,-0.032
TMOD4,-0.032
ENSG00000260986,-0.032
TAS2R13,-0.032
SUMO2P16,-0.032
ENSG00000280216,-0.032
ENSG00000261832,-0.032
VN1R17P,-0.032
RN7SL193P,-0.032
ENSG00000227948,-0.032
ENSG00000253852,-0.032
NDUFB5P1,-0.032
LINC01950,-0.032
TERF2,-0.032
DEFB108E,-0.032
SNRPCP13,-0.032
MIR3915,-0.032
ENSG00000276759,-0.032
ENSG00000227532,-0.032
RNA5SP485,-0.032
ENSG00000228392,-0.032
ENSG00000228255,-0.032
MRPS31P1,-0.032
MTND5P11,-0.032
RPL26P20,-0.032
ENSG00000270951,-0.032
USP17L19,-0.032
MIR892A,-0.032
ENSG00000279971,-0.032
ENSG00000282299,-0.032
ENSG00000222613,-0.032
ENSG00000250659,-0.032
PRR14,-0.032
ENSG00000260921,-0.032
ENSG00000276149,-0.032
ENSG00000229968,-0.032
ENSG00000273058,-0.032
ENSG00000237982,-0.032
PPFIA1P1,-0.032
VPS37B,-0.032
ENSG00000207512,-0.032
ENSG00000277668,-0.032
ENSG00000201239,-0.032
ENSG00000227309,-0.032
ENSG00000271629,-0.032
ZNF99,-0.032
ZDHHC20P2,-0.032
OR2Z1,-0.032
RBM17P2,-0.032
LENG9,-0.032
RNU2-2P,-0.032
ENSG00000282987,-0.032
LINC01965,-0.032
SLC14A2-AS1,-0.032
ENSG00000226886,-0.032
ENSG00000234936,-0.032
AP5Z1,-0.032
ENSG00000257846,-0.032
SDHD,-0.032
LINC01649,-0.032
ENSG00000253493,-0.032
ENSG00000273361,-0.032
CEP95,-0.032
GPATCH11,-0.032
ENSG00000229721,-0.032
RNU6-922P,-0.032
HMGB1P9,-0.032
RPS3AP46,-0.032
ENSG00000279766,-0.032
RN7SKP223,-0.032
RNU6-1156P,-0.032
LEP,-0.032
AQP7P2,-0.032
ENSG00000231985,-0.032
SLC9B2,-0.032
CEMP1,-0.032
ENSG00000214525,-0.032
ENSG00000257925,-0.032
PNPLA2,-0.032
ENSG00000279568,-0.032
FAM21FP,-0.032
GSX2,-0.032
ENSG00000239986,-0.032
ADARB2-AS1,-0.032
ENSG00000235510,-0.032
ENSG00000235724,-0.032
MIR651,-0.032
TMEM132E,-0.032
LAMA2,-0.032
ENSG00000275355,-0.032
ZNF414,-0.032
COX6CP15,-0.032
SRY,-0.032
ENSG00000271174,-0.032
ENSG00000223787,-0.032
RNU6-605P,-0.032
